record_id,doi,material_name,carbonization_temperature_C,carbonization_time_h,heating_rate_C_min,d002_nm,la_nm,lc_nm,id_ig,ssa_m2_g,pore_volume_cm3_g,category,electrolyte_text,current_density_mA_g,ice,plateau_capacity_mAh_g,reversible_capacity_mAh_g,rate_capability,electrolyte_type,lce
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PSC1000,1000,2.0,,0.348,5.36,1.76,1.39,3.5,0.005,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.6157,0.0,141.44,50.0,0.0,0.4713363343463663
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PSC1200,1200,2.0,,0.347,6.93,2.99,1.3,3.6,0.006,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.5378,0.0,109.01,58.8,0.0,0.15148904599448368
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PSC1400,1400,2.0,,0.346,6.93,4.02,1.26,2.7,0.005,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.4746,0.0,97.67,41.2,0.0,-0.10168753324977625
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PSC1600,1600,2.0,,0.343,7.43,7.82,1.13,2.7,0.005,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.4034,0.0,84.68,27.2,0.0,-0.3913182465605368
,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PSC2800,2800,2.0,,0.338,50.68,23.48,0.2,3.3,0.006,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,50.0,0.2685,0.0,53.02,14.9,0.0,-1.0022463065112597
719.0,Stabilization residual oxygen reduces sulfur activity in hard carbon anode for sodium-ion batteries,O-CNFs,650,2.0,3.0,0.37,,,1.04,5.74,0.0102,酯类,1 M NaClO4/DMC/EMC (1:1 by volume ratio),100.0,0.4657,0.0,181.5,91.2,0.0,-0.13741582897539412
,Stabilization residual oxygen reduces sulfur activity in hard carbon anode for sodium-ion batteries,O/S-CNFs,650,2.0,3.0,0.38,,,1.06,10.86,0.0141,酯类,1 M NaClO4/DMC/EMC (1:1 by volume ratio),100.0,0.528,0.0,355.4,248.3,0.0,0.11211729812070621
,Tailoring Defects in Hard Carbon Anode towards Enhanced Na Storage Performance,HCK-15,1200,2.0,,0.41,,,1.04,221.59,0.076,酯类,1 M NaClO4 in propylene carbonate (PC) with (5 vol%) fluoroethylene carbonate as an electrolyte,50.0,0.65,179.0,305.0,83.5,0.0,0.6190392084062236
,The Role of Hydrothermal Carbonization in Sustainable Sodium-Ion Battery Anodes,DG1000,1000,2.0,5.0,0.388,1.29,,1.05,85.1,0.048,酯类,"1 M NaClO4 in
ethylene carbonate-diethyl carbonate (EC-DMC, 1:1 v%,",30.0,0.6054,67.89,197.43,,0.0,0.42801680299910344
,The Role of Hydrothermal Carbonization in Sustainable Sodium-Ion Battery Anodes,HG1300,1300,2.0,5.0,0.385,1.31,,1.08,34.4,0.024,酯类,"1 M NaClO4 in
ethylene carbonate-diethyl carbonate (EC-DMC, 1:1 v%,",30.0,0.85,180.0,347.4,,0.0,1.7346010553881064
,The Role of Hydrothermal Carbonization in Sustainable Sodium-Ion Battery Anodes,DG1300,1300,2.0,5.0,0.378,1.34,,1.12,28.0,0.016,酯类,"1 M NaClO4 in
ethylene carbonate-diethyl carbonate (EC-DMC, 1:1 v%,",30.0,0.85,146.0,261.3,,0.0,1.7346010553881064
,The Role of Hydrothermal Carbonization in Sustainable Sodium-Ion Battery Anodes,HG1500,1500,2.0,5.0,0.377,1.34,,1.12,26.1,0.019,酯类,"1 M NaClO4 in
ethylene carbonate-diethyl carbonate (EC-DMC, 1:1 v%,",30.0,0.826,212.25,320.75,,0.0,1.5575394743064488
,The Role of Hydrothermal Carbonization in Sustainable Sodium-Ion Battery Anodes,DG1500,1500,2.0,5.0,0.357,1.49,,1.39,22.6,0.014,酯类,"1 M NaClO4 in
ethylene carbonate-diethyl carbonate (EC-DMC, 1:1 v%,",30.0,0.7217,118.58,222.92,,0.0,0.9529098715463824
745.0,Towards enhanced sodium storage of hard carbon anodes: Regulating the oxygen content in precursor by low-temperature hydrogen reduction,H200–1100,1100,3.0,2.0,0.398,,,2.59,22.9,0.014,酯类,1 M NaClO4 (EC/DEC=1:1 in volume) ,20.0,0.805,155.86,295.7,50.0,0.0,1.4178427188548168
,Towards enhanced sodium storage of hard carbon anodes: Regulating the oxygen content in precursor by low-temperature hydrogen reduction,H300–1100,1100,3.0,2.0,0.387,,,2.41,2.96,0.004,酯类,1 M NaClO4 (EC/DEC=1:1 in volume) ,20.0,0.825,200.0,369.8,60.0,0.0,1.5505974124111666
,Towards enhanced sodium storage of hard carbon anodes: Regulating the oxygen content in precursor by low-temperature hydrogen reduction,H400–1100,1100,3.0,2.0,0.39,,,2.69,54.13,0.034,酯类,1 M NaClO4 (EC/DEC=1:1 in volume) ,20.0,0.777,168.28,330.7,66.7,0.0,1.2482685789075287
,Towards enhanced sodium storage of hard carbon anodes: Regulating the oxygen content in precursor by low-temperature hydrogen reduction,A300–1100,1100,3.0,2.0,0.394,,,2.44,5.26,0.007,酯类,1 M NaClO4 (EC/DEC=1:1 in volume) ,20.0,0.801,180.69,346.7,50.0,0.0,1.3925561223438672
752.0,Vegetal-Extracted Polyphenols as a Natural Hard Carbon Anode Source for Na-Ion Batteries,HC-MC,1500,1.0,5.0,0.361,4.1,1.1,1.43,1.5,0.0039,酯类,"1 M NaPF6 in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 vol.) with 2% fluoroethylene carbonate (FEC) ",37.2,0.854,203.38,294.7,,0.0,1.7663245720802332
,Vegetal-Extracted Polyphenols as a Natural Hard Carbon Anode Source for Na-Ion Batteries,HC-MG,1500,1.0,5.0,0.367,4.1,1.0,1.49,1.3,0.0036,酯类,"1 M NaPF6 in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 vol.) with 2% fluoroethylene carbonate (FEC) ",37.2,0.855,204.0,299.8,,0.0,1.7743677265161857
,Vegetal-Extracted Polyphenols as a Natural Hard Carbon Anode Source for Na-Ion Batteries,HC-CH,1500,1.0,5.0,0.357,4.1,1.2,1.36,2.2,0.0062,酯类,"1 M NaPF6 in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 vol.) with 2% fluoroethylene carbonate (FEC) ",37.2,0.856,195.14,277.7,,0.0,1.7824570765657413
,Vegetal-Extracted Polyphenols as a Natural Hard Carbon Anode Source for Na-Ion Batteries,HC-M,1500,1.0,5.0,0.364,4.1,1.1,1.43,2.2,0.0056,酯类,"1 M NaPF6 in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 vol.) with 2% fluoroethylene carbonate (FEC) ",37.2,0.848,219.81,304.3,,0.0,1.7190001149456264
,A carbon-based material with a hierarchical structure and intrinsic heteroatom sites for sodium-ion storage with ultrahigh rate and capacity,ordinary carbon,1200,3.0,,0.369,,,1.85,223.18,0.12,醚类,1 M NaPF6 in diglyme,100.0,0.641,140.58,256.0,93.0,1.0,0.5797070684323913
,Biomass Derived High Areal and Specific Capacity Hard Carbon Anodes for Sodium-Ion Batteries,M9,900,1.0,,0.373,,1.2,0.96,62.3,0.056,酯类,"A 1 M NaPF6 solution prepared in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 volume ratio)",20.0,0.6532,89.74,231.13,,0.0,0.6331351161899232
,Biomass Derived High Areal and Specific Capacity Hard Carbon Anodes for Sodium-Ion Batteries,M11,1100,1.0,,0.371,,1.2,0.98,12.7,0.02,酯类,"A 1 M NaPF6 solution prepared in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 volume ratio)",20.0,0.7084,109.78,244.52,,0.0,0.8876259057741754
,Biomass seaweed-derived nitrogen self-doped porous carbon anodes for sodium-ion batteries: Insights into the structure and electrochemical activity,SAC-750,750,4.0,3.0,0.374,,,0.97,1641.0,1.31,酯类,sodium perchlorate (NaClO4) dissolved 1:1 (v/v) in ethylene carbonate (EC) and propylene carbonate (PC) with 5 wt% fluoroethylene carbonate (FEC) ,100.0,0.2139,0.0,287.0,103.0,0.0,-1.3015753947113509
766.0,Boosting Sodium Storage Performance of Hard Carbon Anodes by Pore Architecture Engineering,PAN4-PEG0,1200,2.0,3.0,0.371,,,0.94,1.1,0.007,醚类,1 M NaPF6 in diethylene glycol dimethyl ether (DEGDME) ,50.0,0.515,96.7,249.1,112.2,1.0,0.06001800972625295
,Boosting Sodium Storage Performance of Hard Carbon Anodes by Pore Architecture Engineering,PAN4-PEG4,1200,2.0,3.0,0.373,,,0.95,42.6,0.033,醚类,1 M NaPF6 in diethylene glycol dimethyl ether (DEGDME) ,50.0,0.695,91.9,264.4,172.7,1.0,0.8236000689573804
,Boosting Sodium Storage Performance of Hard Carbon Anodes by Pore Architecture Engineering,PAN4-PEG8,1200,2.0,3.0,0.383,,,0.96,83.2,0.05,醚类,1 M NaPF6 in diethylene glycol dimethyl ether (DEGDME) ,50.0,0.683,126.1,337.6,234.1,1.0,0.7675930856935096
,Boosting Sodium Storage Performance of Hard Carbon Anodes by Pore Architecture Engineering,PAN4-PEG12,1200,2.0,3.0,0.384,,,0.99,60.7,0.045,醚类,1 M NaPF6 in diethylene glycol dimethyl ether (DEGDME) ,50.0,0.675,100.9,282.7,201.6,1.0,0.7308875085427926
770.0,Boosting the High Capacitance-Controlled Capacity of Hard Carbon by Using Surface Oxygen Functional Groups for Fast and Stable Sodium Storage,NCM,1100,2.0,,0.3772,3.54,1.56,1.34,10.9,0.0243,酯类,1.0 mol L–1 NaClO4 in ethyl carbonate and diethyl carbonate (1:1 by volume),25.0,0.753,89.96220000000001,217.3,31.3,0.0,1.1146768911719165
,Boosting the High Capacitance-Controlled Capacity of Hard Carbon by Using Surface Oxygen Functional Groups for Fast and Stable Sodium Storage,ONCM-55,1100,2.0,,0.3994,3.28,1.46,1.36,42.0,0.0384,酯类,1.0 mol L–1 NaClO4 in ethyl carbonate and diethyl carbonate (1:1 by volume),25.0,0.77,137.96460000000002,264.3,36.5,0.0,1.2083112059245342
,Boosting the High Capacitance-Controlled Capacity of Hard Carbon by Using Surface Oxygen Functional Groups for Fast and Stable Sodium Storage,ONCM-73,1100,2.0,,0.4022,3.35,1.45,1.37,57.0,0.0391,酯类,1.0 mol L–1 NaClO4 in ethyl carbonate and diethyl carbonate (1:1 by volume),25.0,0.637,125.5056,237.7,36.0,0.0,0.5623668213073126
,Constructing advanced high-performance sodium-ion batteries anode materials via the morphology tuning strategy of lignin-derived carbon,LS-800,800,2.0,5.0,0.36,,,0.7,40.0,,酯类,1 M NaClO4 in ethylene carbonate/ diethyl carbonate ethylene carbonate in volume ratio of 1:1 ,100.0,0.5034,0.0,281.9,,0.0,0.013600209627149097
781.0,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PC-1200,1200,2.0,2.0,0.377,3.336,1.269,1.56,1.85,,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),20.0,0.806,171.62,282.0,,0.0,1.4242255834433004
,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PC-1400,1400,2.0,2.0,0.375,3.928,1.347,1.46,1.77,,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),20.0,0.846,214.19,327.0,,0.0,1.7035667571925939
,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PC-1600,1600,2.0,2.0,0.372,4.556,1.369,1.35,1.89,,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),20.0,0.843,200.0,288.0,,0.0,1.680721152653547
,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PET-1200,1200,2.0,2.0,0.381,3.758,1.21,1.42,1.0,,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),20.0,0.808,184.17,308.0,,0.0,1.4370666864933141
,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PET-1400,1400,2.0,2.0,0.38,4.035,1.378,1.35,1.0,,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),20.0,0.861,230.37,342.0,,0.0,1.823620571297039
,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PET-1600,1600,2.0,2.0,0.363,4.49,1.421,1.01,2.66,,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),20.0,0.832,218.74,315.0,,0.0,1.5998684614179493
,Effect of Different Nitrogen Configurations on Sodium Storage Properties of Carbon Anodes for Sodium Ion Batteries,PL-600,600,2.0,5.0,0.368,,,1.1,7.5,,酯类,"1 M NaPF6 dissolved in EC/DEC (volume ratio, 1:1)",50.0,0.5331,0.0,434.5,213.4,0.0,0.1325939218518241
,Effect of the air oxidation stabilization of pitch on the microstructure and sodium storage of hard carbons,o-PDC-350-1400,1400,3.0,2.0,0.363,3.44,1.313,1.2,13.38,,酯类,"1 mol L-1 NaClO4 dissolved
in ethylene carbonate (EC)/diethyl carbonate (DEC) with 1:1
volumetric ratio) ",100.0,0.7338,162.88,276.8,51.0,0.0,1.0139886059601704
,Electrochemical storage mechanism of sodium in carbon materials: A study from soft carbon to hard carbon,C-1:0.5,1300,2.0,5.0,0.345,,2.655,1.37,8.2,0.012,醚类,1 M NaPF6 in diglyme,100.0,0.7429,0.0,147.83,101.0,1.0,1.0610963318859168
,Electrochemical storage mechanism of sodium in carbon materials: A study from soft carbon to hard carbon,C-1:1,1300,2.0,5.0,0.349,,2.366,1.48,5.4,0.0075,醚类,1 M NaPF6 in diglyme,100.0,0.5891,24.57,177.17,118.6,1.0,0.3602460726382774
,Electrochemical storage mechanism of sodium in carbon materials: A study from soft carbon to hard carbon,C-1:2,1300,2.0,5.0,0.352,,1.768,1.6,9.9,0.0094,醚类,1 M NaPF6 in diglyme,100.0,0.6944,122.76,281.33,88.1,1.0,0.820771106053775
,Electrochemical storage mechanism of sodium in carbon materials: A study from soft carbon to hard carbon,C-1:4,1300,2.0,5.0,0.377,,1.382,1.96,3.6,0.002,醚类,1 M NaPF6 in diglyme,100.0,0.715,150.86,315.43,87.7,1.0,0.919793362425357
,Electrochemical storage mechanism of sodium in carbon materials: A study from soft carbon to hard carbon,C-1:6,1300,2.0,5.0,0.376,,1.392,2.18,9.0,0.021,醚类,1 M NaPF6 in diglyme,100.0,0.6246,145.64,309.74,120.3,1.0,0.50911932069657
,Electrochemical storage mechanism of sodium in carbon materials: A study from soft carbon to hard carbon,C-1:10,1300,2.0,5.0,0.382,,1.305,2.19,6.4,0.0098,醚类,1 M NaPF6 in diglyme,100.0,0.7344,145.87,308.83,133.9,1.0,1.017062421704002
,Elucidating electrochemical intercalation mechanisms of biomass-derived hard carbon in sodium-/potassium-ion batteries,CMGL,1200,2.0,5.0,0.39,,1.24,1.09,95.7,,酯类,1 M NaClO4–propylene carbonate with 5 wt% fluoroethylene carbonate :diethyl carbonate with volume ratio 1:1,30.0,0.694,98.25,315.0,107.4,0.0,0.8188868585544236
,Engineering hard carbon with high initial coulomb efficiency for practical sodium-ion batteries,SHCs-1300,1300,,,0.373,5.176,1.387,1.243,3.67,,酯类,"0.6 M NaPF6 dissolved in EC/EMC (1:1, in volume ratio)",30.0,0.865,175.41,317.0,126.2,0.0,1.8574547284934497
,Engineering hard carbon with high initial coulomb efficiency for practical sodium-ion batteries,SHCs-1500,1500,,,0.368,5.392,1.408,1.232,1.6,,酯类,"0.6 M NaPF6 dissolved in EC/EMC (1:1, in volume ratio)",30.0,0.905,150.81,305.0,155.6,0.0,2.2540580520993854
,Experimental design and theoretical evaluation of nitrogen and phosphorus dual-doped hierarchical porous carbon for high-performance sodium-ion storage,NPPC-2,900,2.0,5.0,0.4052,,,1.866,821.88,0.618,酯类, 1.0 mol L-1 NaClO4 (EC: DEC: FEC=1:1:0.02 in volume),50.0,0.428,0.0,423.2,218.4,0.0,-0.2900157957980013
806.0,"Facile Synthesis of N,P-codoped Hard Carbon Nanoporous Microspheres from Lignin for High-Performance Anodes of Sodium-Ion Batteries",PureL-1300,1300,2.0,,0.375,3.82,1.56,1.29,4.9,0.0068,酯类,1 M NaClO4 dissolved in a mixture of diethyl carbonate and ethylene carbonate (at a volume ratio of 1 : 1),25.0,0.701,237.02,340.5,62.7,0.0,0.8520643136439034
,"Facile Synthesis of N,P-codoped Hard Carbon Nanoporous Microspheres from Lignin for High-Performance Anodes of Sodium-Ion Batteries",0.05NPL-1300,1300,2.0,,0.37,4.41,1.68,1.21,7.7,0.008,酯类,1 M NaClO4 dissolved in a mixture of diethyl carbonate and ethylene carbonate (at a volume ratio of 1 : 1),25.0,0.787,236.9,335.6,64.7,0.0,1.3069360827079783
,"Facile Synthesis of N,P-codoped Hard Carbon Nanoporous Microspheres from Lignin for High-Performance Anodes of Sodium-Ion Batteries",0.10NPL-1300,1300,2.0,,0.364,5.36,1.79,1.18,10.6,0.0164,酯类,1 M NaClO4 dissolved in a mixture of diethyl carbonate and ethylene carbonate (at a volume ratio of 1 : 1),25.0,0.824,207.18,306.9,70.6,0.0,1.5436865348713198
,"Facile Synthesis of N,P-codoped Hard Carbon Nanoporous Microspheres from Lignin for High-Performance Anodes of Sodium-Ion Batteries",0.20NPL-1300,1300,2.0,,0.358,6.27,1.84,1.13,14.4,0.0271,酯类,1 M NaClO4 dissolved in a mixture of diethyl carbonate and ethylene carbonate (at a volume ratio of 1 : 1),25.0,0.791,211.05,307.6,110.5,0.0,1.3309637158028431
,From Micropores to Ultra-micropores inside Hard Carbon: Toward Enhanced Capacity in Room-/Low-Temperature Sodium-Ion Storage,ACGC750,750,5.0,5.0,0.362,,,3.06,66.2,0.028,醚类,1 M sodium triflate (NaOTf) in diethylene glycol dimethyl ether (DEGDME),50.0,0.73,67.24,232.76,130.6,1.0,0.9946225751440619
,From Micropores to Ultra-micropores inside Hard Carbon: Toward Enhanced Capacity in Room-/Low-Temperature Sodium-Ion Storage,ACGC900,900,5.0,5.0,0.356,,,2.54,48.4,0.019,醚类,1 M sodium triflate (NaOTf) in diethylene glycol dimethyl ether (DEGDME),50.0,0.757,82.76,251.38,148.0,1.0,1.1363018100969002
,From Micropores to Ultra-micropores inside Hard Carbon: Toward Enhanced Capacity in Room-/Low-Temperature Sodium-Ion Storage,ACGC1050 ,1050,5.0,5.0,0.352,,,2.17,36.1,0.015,醚类,1 M sodium triflate (NaOTf) in diethylene glycol dimethyl ether (DEGDME),50.0,0.795,101.38,280.34,158.2,1.0,1.355332135515924
,From Micropores to Ultra-micropores inside Hard Carbon: Toward Enhanced Capacity in Room-/Low-Temperature Sodium-Ion Storage,ACGC1200,1200,5.0,5.0,0.35,,,1.99,9.7,0.004,醚类,1 M sodium triflate (NaOTf) in diethylene glycol dimethyl ether (DEGDME),50.0,0.879,108.62,240.0,138.8,1.0,1.9829943520884359
816.0,Green energy application technology of litchi pericarp-derived carbon material with high performance,CLP,1200,2.0,5.0,0.39,4.75,1.35,1.08,33.86,,醚类,1 mol/L NaClO4 in diethyl carbonate and ethylene carbonate (the volume ratio was 1:1),20.0,0.702,122.84,336.4,108.7,0.0,0.8568399175204064
829.0,Hard Carbon Microsphere with Expanded Graphitic Interlayers Derived from a Highly Branched Polymer Network as Ultrahigh Performance Anode for Practical Sodium-Ion Batteries,HCMS 37,1400,2.0,,0.387,,,1.98,5.68,,酯类,1.0 M NaPF6 in EC (ethylene carbonate)/DMC (dimethyl carbonate) (1/1 in volume ratio),30.0,0.82,244.49,351.3,,0.0,1.5163474893680882
,Hard Carbon Microsphere with Expanded Graphitic Interlayers Derived from a Highly Branched Polymer Network as Ultrahigh Performance Anode for Practical Sodium-Ion Batteries,HCMS 55,1400,2.0,,0.397,,,2.13,6.87,,酯类,1.0 M NaPF6 in EC (ethylene carbonate)/DMC (dimethyl carbonate) (1/1 in volume ratio),30.0,0.81,237.0,356.8,,0.0,1.4500101755059986
,Hard Carbon Microsphere with Expanded Graphitic Interlayers Derived from a Highly Branched Polymer Network as Ultrahigh Performance Anode for Practical Sodium-Ion Batteries,HCMS 73,1400,2.0,,0.399,,,2.25,2.32,,酯类,1.0 M NaPF6 in EC (ethylene carbonate)/DMC (dimethyl carbonate) (1/1 in volume ratio),30.0,0.88,260.63,373.4,,0.0,1.9924301646902063
,Hard Carbon Microsphere with Expanded Graphitic Interlayers Derived from a Highly Branched Polymer Network as Ultrahigh Performance Anode for Practical Sodium-Ion Batteries,HCMS-82-15,1400,2.0,,0.401,,,2.3,4.62,,酯类,1.0 M NaPF6 in EC (ethylene carbonate)/DMC (dimethyl carbonate) (1/1 in volume ratio),30.0,0.85,260.0,361.6,,0.0,1.7346010553881064
836.0,High performance sodium-ion battery anode using biomass derived hard carbon with engineered defective sites,BFHC-NC0,1400,2.0,5.0,0.355,3.53,1.01,1.35,4.08,0.00534,酯类,1 M NaClO4 in a mixture of EC and DEC (3:7 v/v) ,20.0,0.764,165.38,272.0,81.0,0.0,1.1747359841409104
,High performance sodium-ion battery anode using biomass derived hard carbon with engineered defective sites,BFHC-NC5,1400,2.0,5.0,0.36,5.21,1.41,0.77,18.87,0.00945,酯类,1 M NaClO4 in a mixture of EC and DEC (3:7 v/v) ,20.0,0.866,222.67,358.0,151.0,0.0,1.8660451086115237
,High performance sodium-ion battery anode using biomass derived hard carbon with engineered defective sites,BFHC-NC10,1400,2.0,5.0,0.358,4.84,1.12,1.03,8.86,0.00752,酯类,1 M NaClO4 in a mixture of EC and DEC (3:7 v/v) ,20.0,0.834,210.21,338.0,134.0,0.0,1.6142456140022032
846.0,Increasing Accessible Subsurface to Improving Rate Capability and Cycling Stability of Sodium-Ion Batteries,SRNDC-700,700,4.0,3.0,0.358,,,1.06,347.88,0.22,酯类,1 m NaClO4 in propylene carbonate with 5% fluoroethylene carbonate,100.0,0.605,0.0,432.4,300.0,0.0,0.42634269312971956
,Increasing Accessible Subsurface to Improving Rate Capability and Cycling Stability of Sodium-Ion Batteries,SRNDC-800,800,4.0,3.0,0.352,,,1.01,435.13,0.511,酯类,1 m NaClO4 in propylene carbonate with 5% fluoroethylene carbonate,100.0,0.522,0.0,232.86,147.8,0.0,0.08805685539118287
,Insight to defects regulation on sugarcane waste-derived hard carbon anode for sodium-ion batteries,HC-1200,1200,2.0,3.0,0.385,,,1.0101010101010102,49.0,,酯类,1 M NaClO4 solution in propylene carbonate (PC) with 5 vol% fluoroethylene carbonate (FEC),50.0,0.68,200.0,319.3,89.5,0.0,0.7537718023763803
,Insight to defects regulation on sugarcane waste-derived hard carbon anode for sodium-ion batteries,HC-1200M,1200,2.0,3.0,0.379,,,0.9900990099009901,70.0,,酯类,1 M NaClO4 solution in propylene carbonate (PC) with 5 vol% fluoroethylene carbonate (FEC),50.0,0.63,187.7,323.6,101.2,0.0,0.5322168137473082
867.0,"Manipulating free-standing, flexible and scalable microfiber carbon papers unlocking ultra-high initial Coulombic efficiency and storage sodium behavior",MFCP-900,900,3.0,3.0,0.397,,,2.9850746268656714,763.82,0.352,醚类,1 M NaPF6/diglyme,20.0,0.427,0.0,78.3,14.5,1.0,-0.29410170348611503
,Microcrystalline regulation of bituminous coal derived hard carbon by pre-oxidation strategy for improved sodium-ion storage,RC-1200,1200,2.0,5.0,0.376,3.303,1.51,2.95,8.4,,酯类,"1.0 M NaClO4 in EC:PC (1:1, vol%) ",30.0,0.7994,108.74,222.0,46.0,0.0,1.3825485707493879
,Microcrystalline regulation of bituminous coal derived hard carbon by pre-oxidation strategy for improved sodium-ion storage, RC-GO-1200,1200,2.0,5.0,0.38,3.906,1.521,3.36,21.06,,酯类,"1.0 M NaClO4 in EC:PC (1:1, vol%) ",30.0,0.748,167.96,274.2,52.6,0.0,1.087973890463054
,Microcrystalline regulation of bituminous coal derived hard carbon by pre-oxidation strategy for improved sodium-ion storage,RC-LO-1200,1200,2.0,5.0,0.385,3.809,1.514,3.32,21.19,,酯类,"1.0 M NaClO4 in EC:PC (1:1, vol%) ",30.0,0.809,123.3,246.8,77.4,0.0,1.4435254890118623
884.0,Microstructural Investigation into Na-Ion Storage Behaviors of Cellulose-Based Hard Carbons for Na-Ion Batteries,FC-HC,1300,6.0,4.0,0.354,,,1.155,67.858,,酯类,1 M sodium hexafluorophosphate (NaPF6) dissolved in ethylene carbonate and diethyl carbonate (v/v = 1:1 by volume) ,20.0,0.8,163.02,275.0,132.0,0.0,1.3862943611198908
,Microstructural Investigation into Na-Ion Storage Behaviors of Cellulose-Based Hard Carbons for Na-Ion Batteries,MCC-HC,1300,6.0,4.0,0.356,,,1.081,97.343,,酯类,1 M sodium hexafluorophosphate (NaPF6) dissolved in ethylene carbonate and diethyl carbonate (v/v = 1:1 by volume) ,20.0,0.79,180.12,300.0,188.3,0.0,1.3249254147435987
,One-pot fabrication of pitch-derived soft carbon with hierarchical porous structure and rich sp2 carbon for sodium-ion battery,ZAD-3–800,800,1.0,,0.374,,,1.56,678.0,0.225,酯类,1.0 mol L-1 NaClO4 solution in a 1:1 (v/v) mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) ,50.0,0.37,0.0,293.0,155.0,0.0,-0.5322168137473082
925.0,Sodium hypophosphite-assist pyrolysis of coal pitch to synthesis P-doped carbon nanosheet anode for ultrafast and long-term cycling sodium-ion batteries,C-1,900,8.0,,0.368,,,1.33,103.3,,醚类,1.0 M NaCF3SO3 in diglyme,20.0,0.66,0.0,322.47,211.3,1.0,0.6632942174102643
,Structural Evaluation of Coal-Tar-Pitch-Based Carbon Materials and Their Na+ Storage Properties,800-SPC,800,2.0,,0.371,,1.44,2.86,50.94,0.0345,酯类,1M NaClO4 with EC and DMC (1:1),100.0,0.612,0.0,333.0,173.8,0.0,0.45572694288905263
,"Spartina alterniflora-derived porous carbon using as anode material for
sodium-ion battery",SAPC1000,1000,3.0,,0.372,,,3.38,20.6,,酯类, 1 mol L-1 sodium perchlorate dissolved into a mixture solution of ethylene carbonate (EC) and propylene car_x0002_bonate (PC) at a 1:1 volume ratio,20.0,0.6291,69.37,212.0,,0.0,0.5283577420804387
,"Spartina alterniflora-derived porous carbon using as anode material for
sodium-ion battery",SAPC1200,1200,3.0,,0.367,,,2.61,415.8,,酯类, 1 mol L-1 sodium perchlorate dissolved into a mixture solution of ethylene carbonate (EC) and propylene car_x0002_bonate (PC) at a 1:1 volume ratio,20.0,0.6726,80.0,265.0,,0.0,0.7199681343691345
941.0,Tailoring a Phenolic Resin Precursor by Facile Pre-oxidation Tactics to Realize a High-Initial-Coulombic-Efficiency Hard Carbon Anode for Sodium-Ion Batteries,PFHC-1,1100,3.0,,0.389,,,2.064,338.0,,酯类,1 M NaClO4 (EC/DEC = 1:1 in volume),20.0,0.625,125.79,243.4,20.7,0.0,0.5108256237659907
,Tailoring a Phenolic Resin Precursor by Facile Pre-oxidation Tactics to Realize a High-Initial-Coulombic-Efficiency Hard Carbon Anode for Sodium-Ion Batteries,PFHC-8,1100,3.0,,0.385,,,2.194,328.0,,酯类,1 M NaClO4 (EC/DEC = 1:1 in volume),20.0,0.691,139.37,277.0,32.2,0.0,0.8047985468699241
